ASD Acronym,Designation,Title of Standard,Abstract,Link,,,
IEC,IEC 62859:2016+AMD1:2019 CSV,Nuclear power plants - Instrumentation and control systems - Requirements for coordinating safety and cybersecurity,Edition 1.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 62859:2016+AMD1:2019 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62859:2016+AMD1:2019 CSV
IEC,IEC 63154:2021,"Maritime navigation and radiocommunication equipment and systems - Cybersecurity - General requirements, methods of testing and required test results",Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 63154:2021,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 63154:2021
IEC,IEC 63380-3:2025,Standard interface for connecting charging stations to local energy management systems - Part 3 Communication protocol and cybersecurity specific aspects,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 63380-3:2025,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 63380-3:2025
IEC,IEC 63208:2025,Low-voltage switchgear and controlgear and their assemblies - Security requirements,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 63208:2025,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 63208:2025
IEC,IEC 62425:2025 CMV,"Railway applications - Communication, signalling and processing systems - Safety related electronic systems for signalling",Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62425:2025 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62425:2025 CMV
IEC,IEC 60601-2-16:2025 RLV,"Medical electrical equipment - Part 2-16: Particular requirements for the basic safety and essential performance of haemodialysis, haemodiafiltration and haemofiltration equipment",Edition 6.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-16:2025 RLV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-16:2025 RLV
IEC,IEC 60601-2-39:2024,Medical electrical equipment - Part 2-39: Particular requirements for the basic safety and essential performance of peritoneal dialysis equipment,Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-39:2024,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-39:2024
IEC,IEC 60947-4-1:2023,Low-voltage switchgear and controlgear - Part 4-1: Contactors and motor-starters - Electromechanical contactors and motor-starters,Edition 5.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60947-4-1:2023,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60947-4-1:2023
IEC,IEC 60947-6-1:2025 PRV,Low-voltage switchgear and controlgear - Part 6-1: Multiple function equipment - Transfer switching equipment,Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60947-6-1:2025 PRV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60947-6-1:2025 PRV
IEC,IEC 60947-10:2025 PRV,Low-voltage switchgear and controlgear - Part 10: Semiconductor circuit-breakers,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60947-10:2025 PRV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60947-10:2025 PRV
IEC,IEC 61557-1:2019+AMD1:2024 CSV,"Electrical safety in low voltage distribution systems up to 1 000 V AC and 1 500 V DC - Equipment for testing, measuring or monitoring of protective measures - Part 1: General requirements",Edition 3.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 61557-1:2019+AMD1:2024 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61557-1:2019+AMD1:2024 CSV
IEC,IEC 61812-1:2023 RLV,Time relays and coupling relays for industrial and residential use - Part 1: Requirements and tests,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61812-1:2023 RLV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61812-1:2023 RLV
IEC,IEC 62351-3:2023,Power systems management and associated information exchange - Data and communications security - Part 3: Communication network and system security - Profiles including TCP/IP,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62351-3:2023,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62351-3:2023
IEC,IEC 63082-2:2024,Intelligent device management ��� Part 2: Requirements and recommend,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 63082-2:2024,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 63082-2:2024
IEC,IEC 63110-1:2022,"Protocol for management of electric vehicles charging and discharging infrastructures - Part 1: Basic definitions, use cases and architectures",Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 63110-1:2022,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 63110-1:2022
IEC,IEC 63382-1:2025,Management of distributed energy storage systems based on electrically chargeable vehicle batteries - Part 1: Use cases and architectures,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 63382-1:2025,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 63382-1:2025
IEC,IEC 81001-5-1:2021,"Health software and health IT systems safety, effectiveness and security - Part 5-1: Security - Activities in the product life cycle",Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 81001-5-1:2021,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 81001-5-1:2021
IEC,ISO 15118-1:2019,Road vehicles - Vehicle to grid communication interface - Part 1: General information and use case definition,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=ISO 15118-1:2019,,,https://webstore.iec.ch/en/iec-search/result?q=ISO 15118-1:2019
IEC,IEC 62351-5:2023,Power systems management and associated information exchange - Data and communications security - Part 5: Security for IEC 60870-5 and derivatives,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62351-5:2023,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62351-5:2023
IEC,IEC 62351-6:2020,Power systems management and associated information exchange - Data and communications security - Part 6: Security for IEC 61850,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62351-6:2020,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62351-6:2020
IEC,IEC 62351-9:2023,Power systems management and associated information exchange - Data and communications security - Part 9: Cyber security key management for power system equipment,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62351-9:2023,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62351-9:2023
IEC,IEC 62351-11:2016,Power systems management and associated information exchange - Data and communications security - Part 11: Security for XML documents,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62351-11:2016,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62351-11:2016
IEC,IEC 62351:2025 SER,Power systems management and associated information exchange - Data and communications security - ALL PARTS,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62351:2025 SER,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62351:2025 SER
IEC,IEC 62351-4:2018+AMD1:2020 CSV,Power systems management and associated information exchange - Data and communications security - Part 4: Profiles including MMS and derivatives,Edition 1.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 62351-4:2018+AMD1:2020 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62351-4:2018+AMD1:2020 CSV
IEC,IEC 62351-7:2025,Power systems management and associated information exchange - Data and communications security - Part 7: Network and System Management (NSM) data object models,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62351-7:2025,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62351-7:2025
IEC,IEC 62351-8:2020,Power systems management and associated information exchange - Data and communications security - Part 8: Role-based access control for power system management,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62351-8:2020,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62351-8:2020
IEC,ISO 7498-2:1989,Information processing systems - Open Systems Interconnection - Basic Reference Model - Part 2: Security Architecture,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=ISO 7498-2:1989,,,https://webstore.iec.ch/en/iec-search/result?q=ISO 7498-2:1989
IEC,IEC 63173-2:2022,Maritime navigation and radiocommunication equipment and systems - Data interfaces - Part 2: Secure communication between ship and shore (SECOM),Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 63173-2:2022,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 63173-2:2022
IEC,IEC 80001-1:2021,"Application of risk management for IT-networks incorporating medical devices - Part 1: Safety, effectiveness and security in the implementation and use of connected medical devices or connected health software",Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 80001-1:2021,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 80001-1:2021
IEC,ISO 81001-1:2021,"Health software and health IT systems safety, effectiveness and security - Part 1: Principles and concepts",Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=ISO 81001-1:2021,,,https://webstore.iec.ch/en/iec-search/result?q=ISO 81001-1:2021
IEC,ISO 14971:2019,Medical devices - Application of risk management to medical devices,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=ISO 14971:2019,,,https://webstore.iec.ch/en/iec-search/result?q=ISO 14971:2019
IEC,IEC 62061:2021+AMD1:2024 CSV,Safety of machinery - Functional safety of safety-related control systems,Edition 2.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 62061:2021+AMD1:2024 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62061:2021+AMD1:2024 CSV
IEC,IEC 62443-2-4:2023,Security for industrial automation and control systems - Part 2-4: Security program requirements for IACS service providers,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62443-2-4:2023,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62443-2-4:2023
IEC,IEC 62443-4-1:2018,Security for industrial automation and control systems - Part 4-1: Secure product development lifecycle requirements,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62443-4-1:2018,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62443-4-1:2018
IEC,IEC 62541-2:2025 PRV,OPC unified architecture - Part 2: Security Model,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62541-2:2025 PRV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62541-2:2025 PRV
IEC,IEC 63096:2020,"Nuclear power plants - Instrumentation, control and electrical power systems - Security controls",Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 63096:2020,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 63096:2020
IEC,IEC 60050-821:2017,International Electrotechnical Vocabulary (IEV) - Part 821: Signalling and security apparatus for railways,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60050-821:2017,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60050-821:2017
IEC,IEC 61907:2009,Communication network dependability engineering,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61907:2009,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61907:2009
IEC,IEC 62056-1-0:2014,Electricity metering data exchange - The DLMS/COSEM suite - Part 1-0: Smart metering standardisation framework,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62056-1-0:2014,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62056-1-0:2014
IEC,IEC 62443-3-3:2013,Industrial communication networks - Network and system security - Part 3-3: System security requirements and security levels,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62443-3-3:2013,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62443-3-3:2013
IEC,IEC 63152:2020,Smart cities - City service continuity against disasters - The role of the electrical supply,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 63152:2020,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 63152:2020
IEC,IEC 82304-1:2016,Health software - Part 1: General requirements for product safety,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 82304-1:2016,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 82304-1:2016
IEC,IEC 62243:2012,Artificial Intelligence Exchange and Service Tie to All Test Environments (AI-ESTATE),Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62243:2012,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62243:2012
IEC,IEC 60436:2025,Electric dishwashers for household use - Methods for measuring the performance,Edition 5.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60436:2025,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60436:2025
IEC,IEC 62304:2006+AMD1:2015 CSV,Medical device software - Software life cycle processes,Edition 1.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 62304:2006+AMD1:2015 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62304:2006+AMD1:2015 CSV
IEC,IEC 62366-1:2015+AMD1:2020 CSV,Medical devices - Part 1: Application of usability engineering to medical devices,Edition 1.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 62366-1:2015+AMD1:2020 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62366-1:2015+AMD1:2020 CSV
IEC,IEC 60601-1:2005+AMD1:2012+AMD2:2020 CSV,Medical electrical equipment - Part 1: General requirements for basic safety and essential performance,Edition 3.2,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1:2005+AMD1:2012+AMD2:2020 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1:2005+AMD1:2012+AMD2:2020 CSV
IEC,IEC 60601-1:2025 SER,Medical electrical equipment - ALL PARTS,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1:2025 SER,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1:2025 SER
IEC,IEC 60601-1-2:2014+AMD1:2020 CSV,Medical electrical equipment - Part 1-2: General requirements for basic safety and essential performance - Collateral Standard: Electromagnetic disturbances - Requirements and tests,Edition 4.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1-2:2014+AMD1:2020 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1-2:2014+AMD1:2020 CSV
IEC,IEC 60601-1-3:2008+AMD1:2013+AMD2:2021 CSV,Medical electrical equipment - Part 1-3: General requirements for basic safety and essential performance - Collateral Standard: Radiation protection in diagnostic X-ray equipment,Edition 2.2,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1-3:2008+AMD1:2013+AMD2:2021 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1-3:2008+AMD1:2013+AMD2:2021 CSV
IEC,IEC 60601-1-6:2010+AMD1:2013+AMD2:2020 CSV,Medical electrical equipment - Part 1-6: General requirements for basic safety and essential performance - Collateral standard: Usability,Edition 3.2,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1-6:2010+AMD1:2013+AMD2:2020 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1-6:2010+AMD1:2013+AMD2:2020 CSV
IEC,IEC 60601-1-8:2006+AMD1:2012+AMD2:2020 CSV,"Medical electrical equipment - Part 1-8: General requirements for basic safety and essential performance - Collateral Standard: General requirements, tests and guidance for alarm systems in medical electrical equipment and medical electrical systems",Edition 2.2,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1-8:2006+AMD1:2012+AMD2:2020 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1-8:2006+AMD1:2012+AMD2:2020 CSV
IEC,IEC 60601-1-9:2007+AMD1:2013+AMD2:2020 CSV,Medical electrical equipment - Part 1-9: General requirements for basic safety and essential performance - Collateral Standard: Requirements for environmentally conscious design,Edition 1.2,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1-9:2007+AMD1:2013+AMD2:2020 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1-9:2007+AMD1:2013+AMD2:2020 CSV
IEC,IEC 60601-1-10:2007+AMD1:2013+AMD2:2020 CSV,Medical electrical equipment - Part 1-10: General requirements for basic safety and essential performance - Collateral Standard: Requirements for the development of physiologic closed-loop controllers,Edition 1.2,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1-10:2007+AMD1:2013+AMD2:2020 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1-10:2007+AMD1:2013+AMD2:2020 CSV
IEC,IEC 60601-1-11:2015+AMD1:2020 CSV,Medical electrical equipment - Part 1-11: General requirements for basic safety and essential performance - Collateral Standard: Requirements for medical electrical equipment and medical electrical systems used in the home healthcare environment,Edition 2.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1-11:2015+AMD1:2020 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1-11:2015+AMD1:2020 CSV
IEC,IEC 60601-1-12:2014+AMD1:2020 CSV,Medical electrical equipment - Part 1-12: General requirements for basic safety and essential performance - Collateral Standard: Requirements for medical electrical equipment and medical electrical systems intended for use in the emergency medical services environment,Edition 1.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1-12:2014+AMD1:2020 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-1-12:2014+AMD1:2020 CSV
IEC,IEC 60601-2-1:2020,Medical electrical equipment - Part 2-1: Particular requirements for the basic safety and essential performance of electron accelerators in the range 1 MeV to 50 MeV,Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-1:2020,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-1:2020
IEC,IEC 60601-2-2:2017+AMD1:2023 CSV,Medical electrical equipment - Part 2-2: Particular requirements for the basic safety and essential performance of high frequency surgical equipment and high frequency surgical accessories,Edition 6.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-2:2017+AMD1:2023 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-2:2017+AMD1:2023 CSV
IEC,IEC 60601-2-3:2012+AMD1:2016+AMD2:2022 CSV,Medical electrical equipment - Part 2-3: Particular requirements for the basic safety and essential performance of short-wave therapy equipment,Edition 3.2,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-3:2012+AMD1:2016+AMD2:2022 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-3:2012+AMD1:2016+AMD2:2022 CSV
IEC,IEC 60601-2-4:2010+AMD1:2018 CSV,Medical electrical equipment - Part 2-4: Particular requirements for the basic safety and essential performance of cardiac defibrillators,Edition 3.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-4:2010+AMD1:2018 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-4:2010+AMD1:2018 CSV
IEC,IEC 60601-2-5:2009,Medical electrical equipment - Part 2-5: Particular requirements for the basic safety and essential performance of ultrasonic physiotherapy equipment,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-5:2009,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-5:2009
IEC,IEC 60601-2-6:2012+AMD1:2016+AMD2:2022 CSV,Medical electrical equipment - Part 2-6: Particular requirements for the basic safety and essential performance of microwave therapy equipment,Edition 2.2,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-6:2012+AMD1:2016+AMD2:2022 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-6:2012+AMD1:2016+AMD2:2022 CSV
IEC,IEC 60601-2-8:2010+AMD1:2015 CSV,Medical electrical equipment - Part 2-8: Particular requirements forthe basic safety and essential performance of therapeutic X-ray equipment operating in the range 10 kV to 1 MV,Edition 2.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-8:2010+AMD1:2015 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-8:2010+AMD1:2015 CSV
IEC,IEC 60601-2-10:2012+AMD1:2016+AMD2:2023 CSV,Medical electrical equipment - Part 2-10: Particular requirements for the basic safety and essential performance of nerve and muscle stimulators,Edition 2.2,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-10:2012+AMD1:2016+AMD2:2023 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-10:2012+AMD1:2016+AMD2:2023 CSV
IEC,IEC 60601-2-11:2013,Medical electrical equipment - Part 2-11: Particular requirements for the basic safety and essential performance of gamma beam therapy equipment,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-11:2013,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-11:2013
IEC,IEC 60601-2-17:2013,Medical electrical equipment - Part 2-17: Particular requirements for the basic safety and essential performance of automatically-controlled brachytherapy afterloading equipment,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-17:2013,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-17:2013
IEC,IEC 60601-2-18:2009,Medical electrical equipment - Part 2-18: Particular requirements for the basic safety and essential performance of endoscopic equipment,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-18:2009,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-18:2009
IEC,IEC 60601-2-19:2020+AMD1:2023 CSV,Medical electrical equipment - Part 2-19: Particular requirements for the basic safety and essential performance of infant incubators,Edition 3.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-19:2020+AMD1:2023 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-19:2020+AMD1:2023 CSV
IEC,IEC 60601-2-20:2020+AMD1:2023 CSV,Medical electrical equipment - Part 2-20: Particular requirements for the basic safety and essential performance of infant transport incubators,Edition 3.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-20:2020+AMD1:2023 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-20:2020+AMD1:2023 CSV
IEC,IEC 60601-2-21:2020+AMD1:2023 CSV,Medical electrical equipment - Part 2-21: Particular requirements for the basic safety and essential performance of infant radiant warmers,Edition 3.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-21:2020+AMD1:2023 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-21:2020+AMD1:2023 CSV
IEC,IEC 60601-2-22:2019 RLV,"Medical electrical equipment - Part 2-22: Particular requirements for basic safety and essential performance of surgical, cosmetic, therapeutic and diagnostic laser equipment",Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-22:2019 RLV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-22:2019 RLV
IEC,IEC 60601-2-23:2011,Medical electrical equipment - Part 2-23: Particular requirements for the basic safety and essential performance of transcutaneous partial pressure monitoring equipment,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-23:2011,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-23:2011
IEC,IEC 60601-2-24:2012,Medical electrical equipment - Part 2-24: Particular requirements for the basic safety and essential performance of infusion pumps and controllers,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-24:2012,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-24:2012
IEC,IEC 60601-2-25:2011,Medical electrical equipment - Part 2-25: Particular requirements for the basic safety and essential performance of electrocardiographs,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-25:2011,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-25:2011
IEC,IEC 60601-2-27:2011,Medical electrical equipment - Part 2-27: Particular requirements for the basic safety and essential performance of electrocardiographic monitoring equipment,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-27:2011,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-27:2011
IEC,IEC 60601-2-28:2017 RLV,Medical electrical equipment - Part 2-28: Particular requirements for the basic safety and essential performance of X-ray tube assemblies for medical diagnosis,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-28:2017 RLV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-28:2017 RLV
IEC,IEC 60601-2-29:2008,Medical electrical equipment - Part 2-29: Particular requirements for the basic safety and essential performance of radiotherapy simulators,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-29:2008,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-29:2008
IEC,IEC 60601-2-31:2020 RLV,Medical electrical equipment - Part 2-31: Particular requirements for the basic safety and essential performance of external cardiac pacemakers with internal power source,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-31:2020 RLV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-31:2020 RLV
IEC,IEC 60601-2-33:2022,Medical electrical equipment - Part 2-33: Particular requirements for the basic safety and essential performance of magnetic resonance equipment for medical diagnosis,Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-33:2022,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-33:2022
IEC,IEC 60601-2-34:2024,Medical electrical equipment - Part 2-34: Particular requirements for the basic safety and essential performance of invasive blood pressure monitoring equipment,Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-34:2024,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-34:2024
IEC,IEC 60601-2-35:2020+AMD1:2023 CSV,"Medical electrical equipment - Part 2-35: Particular requirements for the basic safety and essential performance of heating devices using blankets, pads or mattresses and intended for heating in medical use",Edition 2.1,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-35:2020+AMD1:2023 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-35:2020+AMD1:2023 CSV
IEC,IEC 60601-2-36:2014,Medical electrical equipment - Part 2-36: Particular requirements for the basic safety and essential performance of equipment for extracorporeally induced lithotripsy,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-36:2014,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-36:2014
IEC,IEC 60601-2-37:2024 RLV,Medical electrical equipment - Part 2-37: Particular requirements for the basic safety and essential performance of ultrasonic medical diagnostic and monitoring equipment,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-37:2024 RLV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-37:2024 RLV
IEC,IEC 60601-2-40:2024 RLV,Medical electrical equipment - Part 2-40: Particular requirements for the basic safety and essential performance of electromyographs and evoked response equipment,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-40:2024 RLV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-40:2024 RLV
IEC,IEC 60601-2-41:2021,Medical electrical equipment - Part 2-41: Particular requirements for the basic safety and essential performance of surgical luminaires and luminaires for diagnosis,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-41:2021,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-41:2021
IEC,IEC 60601-2-43:2022 RLV,Medical electrical equipment - Part 2-43: Particular requirements for the basic safety and essential performance of X-ray equipment for interventional procedures,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-43:2022 RLV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-43:2022 RLV
IEC,IEC 60601-2-44:2009+AMD1:2012+AMD2:2016 CSV,Medical electrical equipment - Part 2-44: Particular requirements for the basic safety and essential performance of X-ray equipment for computed tomography,Edition 3.2,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-44:2009+AMD1:2012+AMD2:2016 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-44:2009+AMD1:2012+AMD2:2016 CSV
IEC,IEC 60601-2-45:2011+AMD1:2015+AMD2:2022 CSV,Medical electrical equipment - Part 2-45: Particular requirements for the basic safety and essential performance of mammographic X-ray equipment and mammographic stereotactic devices,Edition 3.2,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-45:2011+AMD1:2015+AMD2:2022 CSV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-45:2011+AMD1:2015+AMD2:2022 CSV
