ASD Acronym,Designation,Title of Standard,Project Action,Date SA PINS,Date SA BSR8,Date Final Action,PR status,CON_id::Email,__pk_PSA_id
ARESCA,ANSI/ARESCA 61400-1-2023,Wind energy generation systems - Part 1: Design requirements,(identical national adoption of IEC 61400-1:2019),05/05/2023,06/23/2023,09/05/2023,Approved,secretary@aresca.us,191891
ARESCA,ANSI/ARESCA 61400-11-2-2024,Wind energy generation systems - Part 11-2: Measurement of wind turbine noise characteristics in receptor position,(identical national adoption of IEC TS 61400-11-2:2024),05/24/2024,07/19/2024,09/11/2024,Approved,secretary@aresca.us,195222
ARESCA,ANSI/ARESCA 61400-12-1-2022,Wind energy generation systems - Part 12-1: Power performance measurement of electricity producing wind turbines,(identical national adoption of IEC 61400-12-1:2023),09/09/2022,10/28/2022,12/29/2022,Approved,secretary@aresca.us,190226
ARESCA,ANSI/ARESCA 61400-12-2-2022,Wind energy generation systems - Part 12-2: Power performance of electricity producing wind turbines based on nacelle anemometry,(identical national adoption of IEC 61400-12-2:2023),09/09/2022,10/28/2022,12/29/2022,Approved,secretary@aresca.us,190227
ARESCA,ANSI/ARESCA 61400-12-2023,Wind energy generation systems - Part 12: Power performance measurements of electricity producing wind turbines - Overview,(identical national adoption of IEC 61400-12:2022),03/03/2023,04/14/2023,06/05/2023,Approved,secretary@aresca.us,191374
ARESCA,ANSI/ARESCA 61400-12-3-2022,Wind energy generation systems - Part 12-3: Power Performance - Measurement Based Site Calibration,(identical national adoption of IEC 61400-12-3:2023),09/09/2022,10/28/2022,12/29/2022,Approved,secretary@aresca.us,190228
ARESCA,ANSI/ARESCA 61400-12-4-2022,Wind energy generation systems - Part 12-4: Numerical site calibration for power performance testing of wind turbines,(identical national adoption of IEC TR 61400-12-4:2020),04/22/2022,07/08/2022,12/13/2022,Approved,secretary@aresca.us,189077
ARESCA,ANSI/ARESCA 61400-12-5-2022,Wind energy generation systems - Part 12-5: Power performance - Assessment of obstacles and terrain,(identical national adoption of IEC 61400-12-5:2023),09/09/2022,10/28/2022,12/29/2022,Approved,secretary@aresca.us,190229
ARESCA,ANSI/ARESCA 61400-12-6-2022,Wind energy generation systems - Part 12-6: Measurement based nacelle transfer function of electricity producing wind turbines,(identical national adoption of IEC 61400-12-6:2023),09/09/2022,10/28/2022,12/29/2022,Approved,secretary@aresca.us,190230
ARESCA,ANSI/ARESCA 61400-15-1-2022,Wind energy generation systems - Part 15-1: Site suitability input conditions for wind power plants,(identical national adoption of IEC 61400-15-1:2022),04/22/2022,07/08/2022,12/13/2022,Approved,secretary@aresca.us,189088
ARESCA,ANSI/ARESCA 61400-15-2-2022,Wind energy generation systems - Part 15-2: Framework for assessment and reporting of the wind resource and energy yield,(identical national adoption of IEC 61400-15-2:2023),06/17/2022,08/19/2022,12/13/2022,Approved,secretary@aresca.us,189639
ARESCA,ANSI/ARESCA 61400-24-2023,Wind energy generation systems - Part 24: Lightning protection,(identical national adoption of IEC 61400-24:2019),05/05/2023,06/23/2023,09/05/2023,Approved,secretary@aresca.us,191892
ARESCA,ANSI/ARESCA 61400-24.1-2024,Amendment 1 - Wind energy generation systems - Part 24: Lightning protection,(identical national adoption of IEC 61400-24 AMD1:2024),05/24/2024,07/19/2024,09/11/2024,Approved,secretary@aresca.us,195223
ARESCA,ANSI/ARESCA 61400-25-1-2022,Wind energy generation systems - Part 25-1: Communications for monitoring and control of wind power plants - Overall description of principles and models,(identical national adoption of IEC 61400-25-1:2017),04/22/2022,07/08/2022,12/13/2022,Approved,secretary@aresca.us,189078
ARESCA,ANSI/ARESCA 61400-25-2-2022,Wind energy generation systems - Part 25-2: Communications for monitoring and control of wind power plants - Information models ,(identical national adoption of IEC 61400-25-2:2015),04/22/2022,07/08/2022,12/13/2022,Approved,secretary@aresca.us,189079
ARESCA,ANSI/ARESCA 61400-25-3-2022,Wind energy generation systems - Part 25-3: Communications for monitoring and control of wind power plants - Information exchange models,(identical national adoption of IEC 61400-25-3:2015),04/22/2022,07/08/2022,12/13/2022,Approved,secretary@aresca.us,189080
ARESCA,ANSI/ARESCA 61400-25-4-2022,Wind energy generation systems - Part 25-4: Communications for monitoring and control of wind power plants - Mapping to communication profile,(identical national adoption of IEC 61400-25-4:2016),04/22/2022,07/08/2022,12/13/2022,Approved,secretary@aresca.us,189081
ARESCA,ANSI/ARESCA 61400-25-5-2022,Wind energy generation systems - Part 25-5: Communications for monitoring and control of wind power plants - Compliance testing,(identical national adoption of IEC 61400-25-5:2017),04/22/2022,07/08/2022,12/13/2022,Approved,secretary@aresca.us,189082
ARESCA,ANSI/ARESCA 61400-25-6-2022,Wind energy generation systems - Part 25-6: Communications for monitoring and control of wind power plants - Logical node classes and data classes for condition monitoring,(identical national adoption of IEC 61400-25-6:2016),04/22/2022,07/08/2022,12/13/2022,Approved,secretary@aresca.us,189083
ARESCA,ANSI/ARESCA 61400-25-71-2022,Wind energy generation systems - Part 25-71: Communications for monitoring and control of wind power plants - Configuration description language,(identical national adoption of IEC TS 61400-25-71:2019),04/22/2022,07/08/2022,12/13/2022,Approved,secretary@aresca.us,189084
ARESCA,ANSI/ARESCA 61400-26-1-2023,Wind energy generation systems - Part 26-1: Availability for wind energy generation systems,(identical national adoption of IEC 61400-26-1:2019),05/05/2023,06/23/2023,09/05/2023,Approved,secretary@aresca.us,191893
ARESCA,ANSI/ARESCA 61400-26-4-2022,Wind energy generation systems - Part 26-4: Reliability for wind energy generating systems,(identical national adoption of IEC TS 61400-26-4:2023),06/17/2022,08/19/2022,12/13/2022,Approved,secretary@aresca.us,189640
ARESCA,ANSI/ARESCA 61400-27-1-2022,Wind energy generation systems - Part 27-1: Electrical simulation models - Generic models,(identical national adoption of IEC 61400-27-1:2020),04/22/2022,07/08/2022,12/13/2022,Approved,secretary@aresca.us,189085
ARESCA,ANSI/ARESCA 61400-27-2-2022,Wind energy generation systems - Part 27-2: Electrical simulation models - Model validation,(identical national adoption of IEC 61400-27-2:2020),04/22/2022,07/08/2022,12/13/2022,Approved,secretary@aresca.us,189086
ARESCA,ANSI/ARESCA 61400-28-2022,Wind energy generation systems - Part 28: Through life management and life extension of wind power assets,(identical national adoption of IEC TS 61400-28:2023),06/17/2022,08/19/2022,12/13/2022,Approved,secretary@aresca.us,189641
ARESCA,ANSI/ARESCA 61400-29-2022,Wind energy generation systems – Part 29: Marking and lighting of wind turbines,(identical national adoption of IEC TS 61400-29:2023),06/17/2022,08/19/2022,12/13/2022,Approved,secretary@aresca.us,189642
ARESCA,ANSI/ARESCA 61400-3-1-2022,Wind energy generation systems - Part 3-1: Design requirements for fixed offshore wind turbines,(identical national adoption of IEC 61400-3-1:2019),02/11/2022,05/06/2022,09/26/2022,Approved,secretary@aresca.us,188532
ARESCA,ANSI/ARESCA 61400-3-2-2022,Wind energy generation systems - Part 3-2: Design requirements for floating offshore wind turbines,(identical national adoption of IEC TS 61400-3-2:2019),02/11/2022,05/06/2022,09/26/2022,Approved,secretary@aresca.us,188533
ARESCA,ANSI/ARESCA 61400-30-2022,Wind energy generation systems - Part 30: Safety of Wind Turbine Generator Systems (WTGs) - General principles for design,(identical national adoption of IEC TS 61400-30:2023),06/17/2022,08/19/2022,12/13/2022,Approved,secretary@aresca.us,189643
ARESCA,ANSI/ARESCA 61400-31-2022,Wind energy generation systems - Part 31: Siting Risk Assessment,(identical national adoption of IEC TS 61400-31:2023),06/17/2022,08/19/2022,12/13/2022,Approved,secretary@aresca.us,189644
ARESCA,ANSI/ARESCA 61400-5-2022,Wind energy generation systems - Part 5: Wind turbine blades,(identical national adoption of IEC 61400-5:2020),06/17/2022,08/19/2022,12/13/2022,Approved,secretary@aresca.us,189637
ARESCA,ANSI/ARESCA 61400-5.1-2022,Wind energy generation systems - Part 5: Wind turbine blades - AMD1,(identical national adoption of  IEC 61400-5:2020/AMD1:2023),09/09/2022,10/28/2022,12/29/2022,Approved,secretary@aresca.us,190225
ARESCA,ANSI/ARESCA 61400-50-1-2023,"Wind energy generation systems - Part 50-1: Wind measurement - Application of meteorological mast, nacelle and spinner mounted instruments",(identical national adoption of IEC 61400-50-1:2022),12/02/2022,01/20/2023,03/20/2023,Approved,secretary@aresca.us,190823
ARESCA,ANSI/ARESCA 61400-50-2-2023,Wind energy generation systems - Part 50-2: Wind measurement - Application of ground-mounted remote sensing technology,(identical national adoption of IEC 61400-50-2:2022),12/02/2022,01/20/2023,03/20/2023,Approved,secretary@aresca.us,190882
ARESCA,ANSI/ARESCA 61400-50-2023,Wind energy generation systems - Part 50: Wind measurement - Overview,(identical national adoption of IEC 61400-50:2022),12/02/2022,01/20/2023,03/20/2023,Approved,secretary@aresca.us,190822
ARESCA,ANSI/ARESCA 61400-50-3-2022,Wind energy generation systems - Part 50-3: Use of nacelle-mounted lidars for wind measurements,(identical national adoption of IEC 61400-50-3:2022),04/22/2022,07/08/2022,12/13/2022,Approved,secretary@aresca.us,189087
ARESCA,ANSI/ARESCA 61400-50-4-2023,Wind energy generation systems - Part 50-4: Use of floating lidars for wind measurements,(identical national adoption of IEC 61400-50-4:2023),12/02/2022,01/20/2023,03/20/2023,Approved,secretary@aresca.us,190824
ARESCA,ANSI/ARESCA 61400-60-2024,Wind energy generation systems - Part 60: Validation of computational models,(identical national adoption of IEC PAS 61400-60:2024),05/24/2024,07/19/2024,09/11/2024,Approved,secretary@aresca.us,195224
ARESCA,ANSI/ARESCA 61400-8-2022,Wind energy generation systems - Part 8: Design of wind turbine structural components,(identical national adoption of IEC 61400-8:2023),06/17/2022,08/19/2022,12/13/2022,Approved,secretary@aresca.us,189638
ARESCA,ANSI/ARESCA 61400-9-2024,Wind energy generation systems – Part 9: Probabilistic design measures for wind turbines,(identical national adoption of IEC TS 61400-9:2024),05/24/2024,07/19/2024,09/11/2024,Approved,secretary@aresca.us,195221
ARESCA,ANSI/ARESCA 62600-10-2023,"Marine energy - Wave, tidal and other water current converters - Part 10: Assessment of mooring system for marine energy converters (MECs)",(identical national adoption of IEC TS 62600-10:2021),05/12/2023,06/23/2023,09/05/2023,Approved,secretary@aresca.us,191960
ARESCA,ANSI/ARESCA 62600-2-2023,"Marine energy - Wave, tidal and other water current converters - Part 2: Marine energy systems - Design requirements",(identical national adoption of IEC TS 62600-2:2019),05/12/2023,06/23/2023,09/05/2023,Approved,secretary@aresca.us,191957
ARESCA,ANSI/ARESCA 62600-20-2023,"Marine energy - Wave, tidal, and other water current converters - Part 20: Design and analysis of an Ocean Thermal Energy Conversion (OTEC) plant - General guidance",(identical national adoption of IEC TS 62600-20:2019),05/12/2023,06/23/2023,09/05/2023,Approved,secretary@aresca.us,191961
ARESCA,ANSI/ARESCA 62600-202-2023,"Marine energy - Wave, tidal and other water current converters - Part 202: Early stage development of tidal energy converters - Best practices and recommended procedures for the testing of pre-prototype scale devices",(identical national adoption of IEC TS 62600-202:2022),05/12/2023,06/23/2023,09/05/2023,Approved,secretary@aresca.us,191964
ARESCA,ANSI/ARESCA 62600-3-2023,"Marine energy - Wave, tidal and other water current converters - Part 3: Measurement of mechanical loads",(identical national adoption of IEC TS 62600-3:2020),05/12/2023,06/23/2023,09/05/2023,Approved,secretary@aresca.us,191958
ARESCA,ANSI/ARESCA 62600-30-2023,"Marine energy - Wave, tidal and other water current converters - Part 30: Electrical power quality requirements",(identical national adoption of IEC TS 62600-30:2018),05/12/2023,06/23/2023,09/05/2023,Approved,secretary@aresca.us,191962
ARESCA,ANSI/ARESCA 62600-300-2023,"Marine energy - Wave, tidal and other water current converters - Part 300: Electricity producing river energy converters - Power performance assessment",(identical national adoption of IEC TS 62600-300:2019),05/12/2023,06/23/2023,09/05/2023,Approved,secretary@aresca.us,191965
ARESCA,ANSI/ARESCA 62600-301-2023,"Marine energy - Wave, tidal and other water current converters - Part 301: River energy resource assessment",(identical national adoption of IEC TS 62600-301:2019),05/12/2023,06/23/2023,09/05/2023,Approved,secretary@aresca.us,191966
ARESCA,ANSI/ARESCA 62600-4-2023,"Marine energy - Wave, tidal and other water current converters - Part 4: Specification for establishing qualification of new technology",(identical national adoption of IEC TS 62600-4:2020),05/12/2023,06/23/2023,09/05/2023,Approved,secretary@aresca.us,191959
ARESCA,ANSI/ARESCA 62600-40-2023,"Marine energy - Wave, tidal and other water current converters - Part 40: Acoustic characterization of marine energy converters",(identical national adoption of IEC TS 62600-40:2019),05/12/2023,06/23/2023,09/05/2023,Approved,secretary@aresca.us,191963
ASA (ASC S1),ANSI/ASA S1.1-2013 (R2024),Acoustical Terminology,(reaffirmation of ANSI/ASA S1.1-2013 (R2020)),,06/21/2024,08/12/2024,Approved,standards@acousticalsociety.org,194478
ASA (ASC S1),ANSI/ASA S1.11-2016/Part 2/IEC 61260-2:2016 (R2020),Electroacoustics - Octave-Band and Fractional-Octave-Band Filters - Part 2: Pattern-Evaluation Tests,(reaffirm a national adoption ANSI/ASA S1.11-2016/Part 2/IEC 61260-2:2016),,03/20/2020,05/28/2020,Approved,standards@acousticalsociety.org,182803
ASA (ASC S1),ANSI/ASA S1.11-2016/Part 3/IEC 61260-3:2016 (R2020),"Electroacoustics - Octave-Band and Fractional-Octave Band Filters, Part 3: Periodic Tests",(reaffirm a national adoption ANSI/ASA S1.11-2016/Part 3/IEC 61260-3:2016),,03/20/2020,05/28/2020,Approved,standards@acousticalsociety.org,182812
ASA (ASC S1),ANSI/ASA S1.11/Part 1/IEC 61260-1-2014 (R2023),Standard Electroacoustics - Octave-band and Fractional-octave-band Filters – Part 1: Specifications (a nationally adopted international standard),(reaffirm a national adoption ANSI/ASA S1.11-2014/Part 1/IEC 61260-1-2014 (R2019)),,10/20/2023,12/11/2023,Approved,standards@acousticalsociety.org,193366
ASA (ASC S1),ANSI/ASA S1.13-2020,Measurement of Sound Pressure Levels in the Air,(new standard),06/26/2015,05/22/2020,07/28/2020,Approved,standards@acousticalsociety.org,182808
ASA (ASC S1),ANSI/ASA S1.14-1998 (R2018),"Recommendations for Specifying and Testing the Susceptibility of Acoustical Instruments to Radiated Radio-frequency Electromagnetic Fields, 25 MHz to 1 GHz",(reaffirmation of ANSI/ASA S1.14-1998 (R2013)),,08/10/2018,10/05/2018,Approved,standards@acousticalsociety.org,178139
ASA (ASC S1),ANSI/ASA S1.14-1998 (R2018),"Recommendations for the Specifying and Testing the Susceptibiity of Acoustical Instruments to Radiated Radio-Frequency Electromagnetic Fields, 25 MHZ to 1 GHZ",(withdrawal of ANSI ASA S1.14-1998 (R2018)),,02/24/2023,04/17/2023,Approved,standards@acousticalsociety.org,191335
ASA (ASC S1),ANSI/ASA S1.15 Part 5-2021/IEC 61094-5-2016,Electroacoustics - Measurement microphones - Part 5: Methods for pressure calibration of working standard microphones by comparison,(identical national adoption of IEC 61094-5:2016),01/01/2021,04/16/2021,07/12/2021,Approved,standards@acousticalsociety.org,185070
ASA (ASC S1),"ANSI/ASA S1.15, Part 1-2021/IEC 61094-1-2000",Electroacoustics - Measurement microphones - Part 1: Specifications for laboratory standard microphones,(identical national adoption of IEC 61094-1:2000),01/01/2021,04/09/2021,06/08/2021,Approved,standards@acousticalsociety.org,185077
ASA (ASC S1),"ANSI/ASA S1.15, Part 2-2021/IEC 61094-2-2009",Electroacoustics - Measurement microphones - Part 2: Primary method for pressure calibration of laboratory standard microphones by the reciprocity technique,(identical national adoption of IEC 61094-2:2009 and revision of ANSI/ASA S1.15-2005/Part 2 (R2020)),01/01/2021,04/09/2021,06/08/2021,Approved,standards@acousticalsociety.org,185129
ASA (ASC S1),"ANSI/ASA S1.15, Part 3-2021/IEC 61094-3-2016",Electroacoustics - Measurement microphones - Part 3: Primary method for free-field calibration of laboratory standard microphones by the reciprocity technique,(identical national adoption of IEC 61094-3:2016),01/01/2021,04/16/2021,07/12/2021,Approved,standards@acousticalsociety.org,185127
ASA (ASC S1),"ANSI/ASA S1.15, Part 4-2021/IEC 61094-4-1995",Electroacoustics - Measurement microphones - Part 4: Specifications for working standard microphones,(identical national adoption of IEC 61094-4:1995),01/01/2021,04/16/2021,07/12/2021,Approved,standards@acousticalsociety.org,185069
ASA (ASC S1),"ANSI/ASA S1.15, Part 6-2021/IEC 61094-6-2004",Electroacoustics - Measurement microphones - Part 6: Electrostatic actuators for determination of frequency response,(identical national adoption of IEC 61094-6:2004),01/01/2021,04/16/2021,07/12/2021,Approved,standards@acousticalsociety.org,185071
